prevAdaptStrategy 0
Succ 72.82717282717283
Fail 27.172827172827173
SendRate 108.4
Latency 0.24
Throughput 88.4
RelativeThroughput 18.45018450184502
prevAdaptStrategy 0
Succ 71.78800856531049
Fail 28.21199143468951
SendRate 127
Latency 0.2
Throughput 118.7
RelativeThroughput 6.53543307086614
prevAdaptStrategy 0
Succ 71.78800856531049
Fail 28.21199143468951
SendRate 127
Latency 0.2
Throughput 118.7
RelativeThroughput 6.53543307086614
prevAdaptStrategy 0
Succ 72.08908937129969
Fail 27.910910628700307
SendRate 120.9
Latency 0.19
Throughput 113
RelativeThroughput 6.534325889164603
prevAdaptStrategy 0
Succ 72.08908937129969
Fail 27.910910628700307
SendRate 120.9
Latency 0.19
Throughput 113
RelativeThroughput 6.534325889164603
prevAdaptStrategy 0
Succ 71.75043327556327
Fail 28.249566724436743
SendRate 118.3
Latency 0.2
Throughput 110.4
RelativeThroughput 6.67793744716821
prevAdaptStrategy 0
Succ 71.75043327556327
Fail 28.249566724436743
SendRate 118.3
Latency 0.2
Throughput 110.4
RelativeThroughput 6.67793744716821
prevAdaptStrategy 0
Succ 71.8655589123867
Fail 28.134441087613293
SendRate 109
Latency 0.22
Throughput 100.5
RelativeThroughput 7.79816513761468
prevAdaptStrategy 0
Succ 71.8655589123867
Fail 28.134441087613293
SendRate 109
Latency 0.22
Throughput 100.5
RelativeThroughput 7.79816513761468
prevAdaptStrategy 0
Succ 72.35039653929344
Fail 27.64960346070656
SendRate 113.4
Latency 0.21
Throughput 104.5
RelativeThroughput 7.848324514991186
prevAdaptStrategy 0
Succ 72.35039653929344
Fail 27.64960346070656
SendRate 113.4
Latency 0.21
Throughput 104.5
RelativeThroughput 7.848324514991186
prevAdaptStrategy 0
Succ 71.13866967305525
Fail 28.861330326944756
SendRate 106.8
Latency 0.22
Throughput 98.5
RelativeThroughput 7.7715355805243425
prevAdaptStrategy 0
Succ 71.13866967305525
Fail 28.861330326944756
SendRate 106.8
Latency 0.22
Throughput 98.5
RelativeThroughput 7.7715355805243425
prevAdaptStrategy 0
Succ 72.40919693435521
Fail 27.590803065644785
SendRate 101.8
Latency 0.21
Throughput 95
RelativeThroughput 6.679764243614929
prevAdaptStrategy 0
Succ 72.40919693435521
Fail 27.590803065644785
SendRate 101.8
Latency 0.21
Throughput 95
RelativeThroughput 6.679764243614929
prevAdaptStrategy 0
Succ 73.64211929356881
Fail 26.357880706431192
SendRate 101.7
Latency 0.24
Throughput 95.1
RelativeThroughput 6.489675516224197
prevAdaptStrategy 0
Succ 73.64211929356881
Fail 26.357880706431192
SendRate 101.7
Latency 0.24
Throughput 95.1
RelativeThroughput 6.489675516224197
prevAdaptStrategy 0
Succ 73.73333333333333
Fail 26.266666666666666
SendRate 102.6
Latency 0.23
Throughput 95.8
RelativeThroughput 6.6276803118908365
prevAdaptStrategy 0
Succ 90.19607843137256
Fail 9.803921568627452
SendRate 12.8
Latency 0.63
Throughput 8.4
RelativeThroughput 34.375
prevAdaptStrategy 0
Succ 86.27450980392157
Fail 13.725490196078432
SendRate 12.8
Latency 0.65
Throughput 8.4
RelativeThroughput 34.375
