prevAdaptStrategy 0
Succ 57.31462925851704
Fail 42.68537074148296
SendRate 121.5
Latency 0.62
Throughput 100.3
RelativeThroughput 17.448559670781897
prevAdaptStrategy 0
Succ 55.87843241802186
Fail 44.12156758197814
SendRate 130.5
Latency 0.5
Throughput 122.6
RelativeThroughput 6.053639846743299
prevAdaptStrategy 0
Succ 55.87843241802186
Fail 44.12156758197814
SendRate 130.5
Latency 0.5
Throughput 122.6
RelativeThroughput 6.053639846743299
prevAdaptStrategy 0
Succ 57.917633410672856
Fail 42.082366589327144
SendRate 119.2
Latency 0.51
Throughput 111.4
RelativeThroughput 6.543624161073823
prevAdaptStrategy 0
Succ 57.917633410672856
Fail 42.082366589327144
SendRate 119.2
Latency 0.51
Throughput 111.4
RelativeThroughput 6.543624161073823
prevAdaptStrategy 0
Succ 56.10951008645533
Fail 43.89048991354467
SendRate 120.1
Latency 0.51
Throughput 111.6
RelativeThroughput 7.0774354704413
prevAdaptStrategy 0
Succ 56.10951008645533
Fail 43.89048991354467
SendRate 120.1
Latency 0.51
Throughput 111.6
RelativeThroughput 7.0774354704413
prevAdaptStrategy 0
Succ 55.96666666666666
Fail 44.03333333333334
SendRate 127.7
Latency 0.54
Throughput 118.8
RelativeThroughput 6.969459671104154
prevAdaptStrategy 0
Succ 55.96666666666666
Fail 44.03333333333334
SendRate 127.7
Latency 0.54
Throughput 118.8
RelativeThroughput 6.969459671104154
prevAdaptStrategy 0
Succ 56.266756032171585
Fail 43.733243967828415
SendRate 126.7
Latency 0.54
Throughput 116.6
RelativeThroughput 7.971586424625106
prevAdaptStrategy 0
Succ 56.266756032171585
Fail 43.733243967828415
SendRate 126.7
Latency 0.54
Throughput 116.6
RelativeThroughput 7.971586424625106
prevAdaptStrategy 0
Succ 56.50598042769119
Fail 43.49401957230881
SendRate 117
Latency 0.56
Throughput 108.3
RelativeThroughput 7.435897435897439
prevAdaptStrategy 0
Succ 56.50598042769119
Fail 43.49401957230881
SendRate 117
Latency 0.56
Throughput 108.3
RelativeThroughput 7.435897435897439
prevAdaptStrategy 0
Succ 58.58619539846616
Fail 41.41380460153384
SendRate 103.8
Latency 0.51
Throughput 97.8
RelativeThroughput 5.780346820809249
prevAdaptStrategy 0
Succ 58.58619539846616
Fail 41.41380460153384
SendRate 103.8
Latency 0.51
Throughput 97.8
RelativeThroughput 5.780346820809249
prevAdaptStrategy 0
Succ 59.37291527685124
Fail 40.62708472314876
SendRate 103.7
Latency 0.5
Throughput 97.4
RelativeThroughput 6.0752169720347124
prevAdaptStrategy 0
Succ 59.37291527685124
Fail 40.62708472314876
SendRate 103.7
Latency 0.5
Throughput 97.4
RelativeThroughput 6.0752169720347124
prevAdaptStrategy 0
Succ 59.385437541750164
Fail 40.61456245824983
SendRate 103.4
Latency 0.5
Throughput 97.2
RelativeThroughput 5.9961315280464245
prevAdaptStrategy 0
Succ 72.54901960784314
Fail 27.450980392156865
SendRate 18.9
Latency 1.34
Throughput 12.3
RelativeThroughput 34.92063492063491
prevAdaptStrategy 0
Succ 74.50980392156863
Fail 25.49019607843137
SendRate 12
Latency 1.37
Throughput 9
RelativeThroughput 25
